Area,Benchmark,Price Index,1 Month +/-,6 Month +/-,1 Year +/-,3 Year +/-,5 Year +/-,Property Type,Report Month,Report Year
Port Coquitlam,"$468,000",279.9,3.6,13.5,37.4,94.2,109.5,Apartment,2,2018
Port Moody,"$668,300",278.5,4.0,15.1,34.1,95.0,115.2,Apartment,2,2018
Richmond,"$659,400",282.3,1.4,10.8,30.6,81.0,90.5,Apartment,2,2018
Squamish,"$497,900",245.4,4.0,14.0,30.3,95.1,148.1,Apartment,2,2018
Tsawwassen,"$586,300",252.5,5.6,7.4,24.1,57.8,76.7,Apartment,2,2018
Vancouver East,"$614,000",345.1,2.1,6.7,23.9,78.6,91.8,Apartment,2,2018
Vancouver West,"$835,800",271.2,2.9,6.1,20.5,65.5,81.0,Apartment,2,2018
West Vancouver,"$1,164,000",236.5,4.0,4.8,15.0,65.2,66.9,Apartment,2,2018
Whistler,"$487,800",191.1,0.8,15.0,36.7,93.2,104.2,Apartment,2,2018
Greater Vancouver,"$1,087,100",285.2,1.3,5.0,16.4,62.2,81.2,Residential - All Types,3,2018
Lower Mainland,"$1,004,800",281.5,1.6,6.3,18.8,67.7,84.0,Residential - All Types,3,2018
Bowen Island,"$978,300",212.1,0.4,1.9,14.8,65.4,70.9,Residential - All Types,3,2018
Burnaby East,"$1,024,700",284.2,1.4,5.3,16.1,60.0,79.8,Residential - All Types,3,2018
Burnaby North,"$932,900",281.7,0.1,5.3,14.8,64.4,81.4,Residential - All Types,3,2018
Burnaby South,"$1,052,900",297.4,1.5,5.6,17.7,66.7,87.6,Residential - All Types,3,2018
Coquitlam,"$959,500",284.6,1.5,5.9,20.6,72.2,93.5,Residential - All Types,3,2018
Ladner,"$887,700",249.9,0.0,-0.3,9.1,46.8,60.6,Residential - All Types,3,2018
Maple Ridge,"$792,900",252.5,1.7,8.7,24.6,80.1,88.4,Residential - All Types,3,2018
New Westminster,"$689,400",303.3,2.3,9.3,27.2,80.0,91.2,Residential - All Types,3,2018
North Vancouver,"$1,146,700",257.7,2.5,4.5,14.0,55.9,77.4,Residential - All Types,3,2018
Pitt Meadows,"$777,700",282.7,3.6,10.4,30.2,84.3,97.6,Residential - All Types,3,2018
Port Coquitlam,"$801,000",274.2,3.0,8.6,24.1,80.3,93.6,Residential - All Types,3,2018
Port Moody,"$957,300",264.6,1.0,7.0,22.6,69.2,92.0,Residential - All Types,3,2018
Richmond,"$997,900",297.9,0.6,4.8,16.0,63.5,79.2,Residential - All Types,3,2018
Squamish,"$797,000",253.6,0.9,8.8,19.0,75.4,106.9,Residential - All Types,3,2018
Sunshine Coast,"$610,000",213.7,3.6,4.5,17.2,71.8,79.3,Residential - All Types,3,2018
Tsawwassen,"$1,005,600",260.7,0.0,1.5,6.8,51.4,70.3,Residential - All Types,3,2018
Vancouver East,"$1,158,300",344.2,2.2,4.6,14.4,64.2,88.3,Residential - All Types,3,2018
Vancouver West,"$1,386,900",289.6,0.2,2.0,12.2,52.3,74.6,Residential - All Types,3,2018
West Vancouver,"$2,577,600",283.8,0.3,0.9,6.3,43.8,72.2,Residential - All Types,3,2018
Whistler,"$917,400",213.8,1.6,12.9,24.0,75.4,95.3,Residential - All Types,3,2018
Greater Vancouver,"$1,594,700",294.6,0.5,-0.1,7.4,51.2,75.6,Detached,3,2018
Lower Mainland,"$1,325,200",282.6,0.6,1.0,10.3,57.5,78.4,Detached,3,2018
Bowen Island,"$978,300",212.1,0.4,1.9,14.8,65.4,70.9,Detached,3,2018
Burnaby East,"$1,308,500",292.6,2.1,2.6,12.8,57.4,77.1,Detached,3,2018
Burnaby North,"$1,544,100",298.6,0.7,-3.3,1.7,45.5,71.9,Detached,3,2018
Burnaby South,"$1,673,700",320.4,-0.5,-3.2,3.8,51.0,80.9,Detached,3,2018
Coquitlam,"$1,290,000",286.3,1.0,0.7,12.0,59.7,83.2,Detached,3,2018
Ladner,"$1,016,100",243.2,-1.2,-4.7,4.2,40.3,52.6,Detached,3,2018
Maple Ridge,"$852,300",242.8,0.5,4.9,18.6,75.1,86.3,Detached,3,2018
New Westminster,"$1,176,600",293.5,1.5,3.3,12.8,60.7,77.7,Detached,3,2018
North Vancouver,"$1,727,400",272.0,1.8,1.9,7.9,53.3,83.4,Detached,3,2018
Pitt Meadows,"$933,300",263.0,2.3,4.6,20.5,73.0,90.4,Detached,3,2018
Port Coquitlam,"$1,028,000",274.1,4.2,3.2,15.5,67.6,87.1,Detached,3,2018
Port Moody,"$1,484,800",274.2,0.1,-0.8,10.1,58.3,82.8,Detached,3,2018
Richmond,"$1,770,000",342.9,0.6,0.7,9.7,58.2,80.4,Detached,3,2018
Squamish,"$1,001,400",263.9,-0.6,3.7,14.1,71.4,105.1,Detached,3,2018
Sunshine Coast,"$606,000",212.3,3.6,4.4,17.1,71.6,78.9,Detached,3,2018
Tsawwassen,"$1,181,500",263.3,0.3,-0.1,4.5,49.5,68.8,Detached,3,2018
Vancouver East,"$1,564,400",344.6,1.6,0.6,7.1,50.0,85.7,Detached,3,2018
Vancouver West,"$3,466,200",350.6,-1.7,-5.2,-0.8,39.3,69.0,Detached,3,2018
West Vancouver,"$3,115,400",294.1,-0.8,-0.7,4.5,40.9,72.9,Detached,3,2018
Whistler,"$1,675,000",233.0,-2.1,4.8,15.2,58.3,88.4,Detached,3,2018
Greater Vancouver,"$825,400",264.8,2.2,6.1,18.0,63.8,76.4,Townhouse,3,2018
Lower Mainland,"$708,300",256.9,2.2,7.2,20.7,69.1,78.7,Townhouse,3,2018
Burnaby East,"$690,100",254.9,0.8,8.4,18.3,58.7,69.9,Townhouse,3,2018
Burnaby North,"$753,900",281.4,0.2,7.4,17.1,62.8,76.9,Townhouse,3,2018
Burnaby South,"$827,100",284.9,2.4,10.6,21.8,65.4,80.9,Townhouse,3,2018
Coquitlam,"$689,700",253.1,1.3,6.9,18.3,65.9,78.7,Townhouse,3,2018
Ladner,"$724,300",259.8,1.9,5.1,16.5,53.8,68.7,Townhouse,3,2018
Maple Ridge,"$575,100",267.0,4.3,11.8,29.2,86.7,91.3,Townhouse,3,2018
New Westminster,"$750,500",275.4,0.5,6.1,16.5,61.3,73.5,Townhouse,3,2018
North Vancouver,"$1,005,400",244.3,0.7,4.2,10.7,58.5,69.7,Townhouse,3,2018
Pitt Meadows,"$626,500",271.1,6.7,9.4,27.8,86.3,94.1,Townhouse,3,2018
Port Coquitlam,"$671,700",254.3,2.6,5.7,20.8,75.6,81.3,Townhouse,3,2018
Port Moody,"$659,800",223.0,2.3,9.0,26.3,52.0,63.9,Townhouse,3,2018
Richmond,"$827,600",271.8,1.7,3.6,13.3,58.4,71.5,Townhouse,3,2018
Squamish,"$732,000",240.7,4.8,12.9,21.9,80.2,110.6,Townhouse,3,2018
Tsawwassen,"$697,600",273.5,1.1,5.8,16.3,61.1,74.1,Townhouse,3,2018
Vancouver East,"$952,800",303.0,2.6,4.2,18.6,64.0,75.1,Townhouse,3,2018
Vancouver West,"$1,197,200",279.9,1.2,0.7,12.0,53.8,73.6,Townhouse,3,2018
Whistler,"$939,900",226.6,5.3,13.7,25.2,85.0,116.2,Townhouse,3,2018
Greater Vancouver,"$711,800",284.6,1.6,9.5,25.8,75.7,89.1,Apartment,3,2018
Lower Mainland,"$680,700",291.6,2.2,12.4,30.1,82.7,94.0,Apartment,3,2018
Burnaby East,"$806,500",309.4,1.4,9.0,26.6,71.6,97.6,Apartment,3,2018
Burnaby North,"$641,600",273.9,-0.1,11.3,26.0,84.3,92.5,Apartment,3,2018
Burnaby South,"$727,300",292.0,2.4,9.4,26.0,80.4,94.9,Apartment,3,2018
Coquitlam,"$536,300",294.3,2.1,11.2,33.0,95.5,115.9,Apartment,3,2018
Ladner,"$556,700",259.9,1.8,8.7,17.1,61.3,80.1,Apartment,3,2018
Maple Ridge,"$373,400",266.6,1.5,17.4,40.8,84.4,87.4,Apartment,3,2018
New Westminster,"$546,300",309.5,2.6,11.3,33.4,89.3,97.8,Apartment,3,2018
North Vancouver,"$604,900",246.7,4.0,8.3,24.6,62.6,74.3,Apartment,3,2018
Pitt Meadows,"$533,200",314.4,2.6,17.1,42.8,96.3,106.3,Apartment,3,2018
Port Coquitlam,"$478,600",286.2,2.3,15.5,35.6,99.3,110.6,Apartment,3,2018
Port Moody,"$675,000",281.3,1.0,12.3,32.4,88.5,116.1,Apartment,3,2018
Richmond,"$661,500",283.2,0.3,10.3,27.2,79.4,88.4,Apartment,3,2018
Squamish,"$498,500",245.7,0.1,15.5,26.1,94.1,122.8,Apartment,3,2018
Tsawwassen,"$581,900",250.6,-0.8,7.4,15.4,56.8,74.9,Apartment,3,2018
Vancouver East,"$629,700",353.9,2.5,8.9,22.2,83.3,93.5,Apartment,3,2018
Vancouver West,"$844,700",274.1,1.1,6.1,20.6,64.0,81.8,Apartment,3,2018
West Vancouver,"$1,228,900",249.7,5.6,8.8,17.6,67.7,72.7,Apartment,3,2018
Whistler,"$493,000",193.1,1.0,18.1,29.3,85.7,86.8,Apartment,3,2018
Greater Vancouver,"$1,093,200",286.8,0.6,5.1,14.2,60.5,81.2,Residential - All Types,4,2018
Lower Mainland,"$1,013,000",283.8,0.8,6.5,16.9,66.5,84.4,Residential - All Types,4,2018
Bowen Island,"$992,600",215.2,1.5,3.5,13.0,66.7,73.7,Residential - All Types,4,2018
Burnaby East,"$1,037,600",287.8,1.3,7.5,15.2,58.4,79.8,Residential - All Types,4,2018
Burnaby North,"$940,600",284.0,0.8,5.3,13.9,63.0,83.7,Residential - All Types,4,2018
Burnaby South,"$1,044,800",295.1,-0.8,4.9,13.9,63.2,86.1,Residential - All Types,4,2018
Coquitlam,"$972,600",288.5,1.4,7.0,18.5,70.7,96.0,Residential - All Types,4,2018
Ladner,"$895,100",252.0,0.8,0.2,7.4,44.4,64.0,Residential - All Types,4,2018
Maple Ridge,"$810,200",258.0,2.2,9.9,25.2,83.2,90.4,Residential - All Types,4,2018
New Westminster,"$703,700",309.6,2.1,11.1,26.7,81.9,93.5,Residential - All Types,4,2018
North Vancouver,"$1,152,900",259.1,0.5,4.8,12.1,53.9,75.8,Residential - All Types,4,2018
Pitt Meadows,"$793,100",288.3,2.0,12.5,30.0,84.2,101.6,Residential - All Types,4,2018
Port Coquitlam,"$809,500",277.1,1.1,9.1,22.2,77.7,95.8,Residential - All Types,4,2018
Port Moody,"$974,700",269.4,1.8,7.6,20.7,70.8,93.7,Residential - All Types,4,2018
Richmond,"$1,009,600",301.4,1.2,5.4,14.5,63.0,80.4,Residential - All Types,4,2018
Squamish,"$802,400",255.3,0.7,8.2,17.4,77.8,110.1,Residential - All Types,4,2018
Sunshine Coast,"$616,800",216.1,1.1,4.8,14.9,71.1,79.6,Residential - All Types,4,2018
Tsawwassen,"$1,008,700",261.5,0.3,1.1,5.4,48.0,74.1,Residential - All Types,4,2018
Vancouver East,"$1,154,600",343.1,-0.3,3.9,10.9,59.6,88.3,Residential - All Types,4,2018
Vancouver West,"$1,382,600",288.7,-0.3,1.2,8.9,49.4,71.5,Residential - All Types,4,2018
West Vancouver,"$2,537,600",279.4,-1.6,0.3,3.5,39.7,66.4,Residential - All Types,4,2018
Whistler,"$925,600",215.7,0.9,9.2,22.1,77.2,94.0,Residential - All Types,4,2018
Greater Vancouver,"$1,592,000",294.1,-0.2,0.1,4.9,47.6,74.5,Detached,4,2018
Lower Mainland,"$1,328,400",283.3,0.2,1.6,8.1,54.9,77.8,Detached,4,2018
Bowen Island,"$992,600",215.2,1.5,3.5,13.0,66.7,73.7,Detached,4,2018
Burnaby East,"$1,331,300",297.7,1.7,5.9,11.0,54.6,77.8,Detached,4,2018
Burnaby North,"$1,595,800",308.6,3.3,1.1,4.5,46.2,78.5,Detached,4,2018
Burnaby South,"$1,675,800",320.8,0.1,-1.7,2.7,44.8,77.3,Detached,4,2018
Coquitlam,"$1,304,900",289.6,1.2,2.2,9.6,57.9,85.3,Detached,4,2018
Ladner,"$1,026,600",245.7,1.0,-4.4,2.5,37.9,58.7,Detached,4,2018
Maple Ridge,"$868,400",247.4,1.9,7.0,18.5,77.6,87.0,Detached,4,2018
New Westminster,"$1,192,600",297.5,1.4,5.3,10.5,57.6,77.8,Detached,4,2018
North Vancouver,"$1,702,000",268.0,-1.5,0.4,4.2,47.3,78.1,Detached,4,2018
Pitt Meadows,"$943,200",265.8,1.1,7.4,18.5,72.2,90.5,Detached,4,2018
Port Coquitlam,"$1,037,000",276.5,0.9,4.3,11.8,64.2,90.0,Detached,4,2018
Port Moody,"$1,510,200",278.9,1.7,0.1,9.9,57.2,83.2,Detached,4,2018
Richmond,"$1,745,200",338.1,-1.4,-0.3,5.2,52.6,78.8,Detached,4,2018
Squamish,"$1,009,000",265.9,0.8,4.1,11.9,77.3,109.4,Detached,4,2018
Sunshine Coast,"$614,600",215.3,1.4,5.1,15.4,71.4,79.6,Detached,4,2018
Tsawwassen,"$1,176,200",262.1,-0.5,-1.5,2.5,44.7,72.7,Detached,4,2018
Vancouver East,"$1,545,800",340.5,-1.2,-0.3,3.1,43.7,84.6,Detached,4,2018
Vancouver West,"$3,436,500",347.6,-0.9,-5.2,-2.8,35.9,65.4,Detached,4,2018
West Vancouver,"$3,054,000",288.3,-2.0,-1.3,1.0,36.0,66.0,Detached,4,2018
Whistler,"$1,647,000",229.1,-1.7,1.7,9.8,62.6,89.7,Detached,4,2018
Greater Vancouver,"$838,900",269.1,1.6,6.7,17.3,64.8,79.3,Townhouse,4,2018
Lower Mainland,"$719,800",261.1,1.6,7.9,19.8,70.7,81.8,Townhouse,4,2018
Burnaby East,"$699,300",258.3,1.3,8.1,19.7,59.4,69.6,Townhouse,4,2018
Burnaby North,"$757,700",282.8,0.5,5.4,16.7,62.0,77.0,Townhouse,4,2018
Burnaby South,"$834,900",287.6,0.9,9.5,18.5,65.0,83.2,Townhouse,4,2018
Coquitlam,"$702,300",257.7,1.8,7.8,16.2,67.1,82.9,Townhouse,4,2018
Ladner,"$728,000",261.1,0.5,5.4,13.6,51.7,65.5,Townhouse,4,2018
Maple Ridge,"$585,200",271.7,1.8,10.5,30.1,89.6,93.1,Townhouse,4,2018
New Westminster,"$755,400",277.2,0.7,5.2,15.6,61.2,73.6,Townhouse,4,2018
North Vancouver,"$1,030,900",250.5,2.5,5.5,13.2,61.0,72.3,Townhouse,4,2018
Pitt Meadows,"$634,900",274.7,1.3,10.6,27.5,80.2,98.8,Townhouse,4,2018
Port Coquitlam,"$687,300",260.2,2.3,7.1,21.0,74.6,87.3,Townhouse,4,2018
Port Moody,"$662,200",223.8,0.4,9.2,21.1,52.5,64.1,Townhouse,4,2018
Richmond,"$835,200",274.3,0.9,4.8,12.7,58.7,71.8,Townhouse,4,2018
Squamish,"$727,200",239.1,-0.7,7.6,22.8,74.8,107.7,Townhouse,4,2018
Tsawwassen,"$704,500",276.2,1.0,5.9,14.5,59.0,72.9,Townhouse,4,2018
Vancouver East,"$992,100",315.5,4.1,8.7,15.6,68.4,85.3,Townhouse,4,2018
Vancouver West,"$1,233,200",288.3,3.0,3.8,10.5,58.3,81.4,Townhouse,4,2018
Whistler,"$948,100",228.6,0.9,8.8,28.4,83.6,113.6,Townhouse,4,2018
Greater Vancouver,"$718,300",287.2,0.9,9.1,23.3,75.1,88.8,Apartment,4,2018
Lower Mainland,"$688,100",294.8,1.1,11.8,27.7,82.8,94.2,Apartment,4,2018
Burnaby East,"$805,700",309.1,-0.1,11.2,23.9,67.4,93.7,Apartment,4,2018
Burnaby North,"$640,400",273.4,-0.2,9.1,22.2,82.5,94.0,Apartment,4,2018
Burnaby South,"$715,800",287.4,-1.6,7.8,20.2,78.7,93.4,Apartment,4,2018
Coquitlam,"$543,600",298.3,1.4,11.7,30.6,92.9,118.4,Apartment,4,2018
Ladner,"$560,100",261.5,0.6,9.8,17.0,59.5,79.4,Apartment,4,2018
Maple Ridge,"$385,400",275.2,3.2,18.4,43.1,90.1,93.9,Apartment,4,2018
New Westminster,"$559,300",316.9,2.4,13.3,33.4,93.8,101.0,Apartment,4,2018
North Vancouver,"$617,600",251.9,2.1,10.2,23.5,64.0,75.3,Apartment,4,2018
Pitt Meadows,"$547,200",322.7,2.6,17.9,44.3,99.3,113.0,Apartment,4,2018
Port Coquitlam,"$481,400",287.9,0.6,15.1,34.5,98.0,108.0,Apartment,4,2018
Port Moody,"$692,300",288.5,2.6,12.9,30.4,94.7,119.2,Apartment,4,2018
Richmond,"$684,800",293.2,3.5,11.8,27.9,84.1,92.0,Apartment,4,2018
Squamish,"$513,100",252.9,2.9,18.5,24.7,94.7,123.8,Apartment,4,2018
Tsawwassen,"$597,600",257.4,2.7,10.5,17.3,58.5,78.6,Apartment,4,2018
Vancouver East,"$628,600",353.3,-0.2,7.4,19.5,79.9,92.3,Apartment,4,2018
Vancouver West,"$841,700",273.1,-0.4,4.4,16.0,60.6,77.6,Apartment,4,2018
West Vancouver,"$1,245,200",253.0,1.3,10.0,18.9,70.6,73.6,Apartment,4,2018
Whistler,"$506,700",198.5,2.8,14.9,25.9,87.8,82.6,Apartment,4,2018
Greater Vancouver,"$1,094,300",287.1,0.1,4.7,11.3,58.0,81.3,Residential - All Types,5,2018
Lower Mainland,"$1,018,300",285.3,0.5,6.5,14.3,65.1,85.4,Residential - All Types,5,2018
Bowen Island,"$1,050,300",227.7,5.8,8.4,20.6,74.9,89.1,Residential - All Types,5,2018
Burnaby East,"$1,042,000",289.0,0.4,6.5,11.7,57.2,78.9,Residential - All Types,5,2018
Burnaby North,"$945,900",285.6,0.6,5.8,12.1,62.2,84.0,Residential - All Types,5,2018
Burnaby South,"$1,055,800",298.2,1.1,5.4,12.0,62.5,86.6,Residential - All Types,5,2018
Coquitlam,"$983,700",291.8,1.1,7.1,16.2,69.2,97.3,Residential - All Types,5,2018
Ladner,"$899,100",253.1,0.4,0.8,6.4,43.0,66.7,Residential - All Types,5,2018
Maple Ridge,"$812,700",258.8,0.3,9.3,21.6,81.4,92.7,Residential - All Types,5,2018
New Westminster,"$712,800",313.6,1.3,11.8,23.6,83.0,95.0,Residential - All Types,5,2018
North Vancouver,"$1,147,100",257.8,-0.5,3.9,8.4,50.8,73.6,Residential - All Types,5,2018
Pitt Meadows,"$798,600",290.3,0.7,11.5,26.8,83.6,103.9,Residential - All Types,5,2018
Port Coquitlam,"$815,300",279.1,0.7,8.1,18.1,74.9,98.2,Residential - All Types,5,2018
Port Moody,"$985,200",272.3,1.1,7.8,18.2,70.1,93.4,Residential - All Types,5,2018
Richmond,"$997,300",297.7,-1.2,4.2,9.9,58.0,78.9,Residential - All Types,5,2018
Squamish,"$801,800",255.1,-0.1,5.8,14.8,75.8,106.7,Residential - All Types,5,2018
Sunshine Coast,"$635,100",222.5,3.0,7.2,17.9,72.7,90.3,Residential - All Types,5,2018
Tsawwassen,"$989,800",256.6,-1.9,-1.3,1.6,43.0,70.8,Residential - All Types,5,2018
Vancouver East,"$1,149,300",341.5,-0.5,3.2,7.8,56.4,85.6,Residential - All Types,5,2018
Vancouver West,"$1,386,900",289.6,0.3,1.6,6.6,47.4,72.9,Residential - All Types,5,2018
West Vancouver,"$2,520,300",277.5,-0.7,-1.0,0.6,33.9,65.8,Residential - All Types,5,2018
Whistler,"$908,800",211.8,-1.8,5.6,17.7,73.7,88.8,Residential - All Types,5,2018
Greater Vancouver,"$1,591,400",294.0,0.0,0.5,2.0,44.2,74.1,Detached,5,2018
Lower Mainland,"$1,334,500",284.6,0.5,2.3,5.7,52.7,78.2,Detached,5,2018
Bowen Island,"$1,050,300",227.7,5.8,8.4,20.6,74.9,89.1,Detached,5,2018
Burnaby East,"$1,314,800",294.0,-1.2,3.8,6.2,49.8,74.5,Detached,5,2018
Burnaby North,"$1,575,100",304.6,-1.3,0.7,0.8,40.6,74.1,Detached,5,2018
Burnaby South,"$1,671,100",319.9,-0.3,-0.9,-0.7,42.1,73.5,Detached,5,2018
Coquitlam,"$1,319,800",292.9,1.1,2.8,7.1,56.1,86.9,Detached,5,2018
Ladner,"$1,039,900",248.9,1.3,-2.0,3.3,37.4,63.8,Detached,5,2018
Maple Ridge,"$875,800",249.5,0.8,7.5,15.2,75.2,89.7,Detached,5,2018
New Westminster,"$1,177,000",293.6,-1.3,3.2,5.9,51.8,76.0,Detached,5,2018
North Vancouver,"$1,696,900",267.2,-0.3,0.8,0.5,43.0,75.3,Detached,5,2018
Pitt Meadows,"$950,300",267.8,0.8,7.3,15.3,68.9,91.6,Detached,5,2018
Port Coquitlam,"$1,049,400",279.8,1.2,4.9,7.7,61.6,91.3,Detached,5,2018
Port Moody,"$1,529,200",282.4,1.3,1.9,7.1,54.8,83.6,Detached,5,2018
Richmond,"$1,724,600",334.1,-1.2,-0.4,0.9,47.3,77.2,Detached,5,2018
Squamish,"$1,009,800",266.1,0.1,3.9,10.5,75.2,106.6,Detached,5,2018
Sunshine Coast,"$631,400",221.2,2.7,7.3,17.9,72.8,89.9,Detached,5,2018
Tsawwassen,"$1,159,600",258.4,-1.4,-3.2,-1.0,39.7,70.8,Detached,5,2018
Vancouver East,"$1,540,400",339.3,-0.4,-0.1,0.4,40.5,81.8,Detached,5,2018
Vancouver West,"$3,459,300",349.9,0.7,-3.0,-4.6,33.5,66.5,Detached,5,2018
West Vancouver,"$3,020,100",285.1,-1.1,-4.0,-2.4,30.5,63.8,Detached,5,2018
Whistler,"$1,613,900",224.5,-2.0,0.6,6.2,57.9,78.9,Detached,5,2018
Greater Vancouver,"$842,300",270.2,0.4,6.6,15.1,62.8,80.3,Townhouse,5,2018
Lower Mainland,"$725,600",263.2,0.8,8.1,17.6,69.8,83.3,Townhouse,5,2018
Burnaby East,"$724,200",267.5,3.6,10.4,18.7,64.0,74.7,Townhouse,5,2018
Burnaby North,"$767,300",286.4,1.3,7.8,13.7,63.9,79.9,Townhouse,5,2018
Burnaby South,"$841,000",289.7,0.7,10.6,14.1,65.9,85.2,Townhouse,5,2018
Coquitlam,"$705,800",259.0,0.5,7.2,15.9,64.7,83.3,Townhouse,5,2018
Ladner,"$733,500",263.1,0.8,4.4,9.5,49.9,68.8,Townhouse,5,2018
Maple Ridge,"$580,500",269.5,-0.8,8.9,24.9,85.7,94.0,Townhouse,5,2018
New Westminster,"$775,100",284.4,2.6,7.5,16.3,62.3,76.6,Townhouse,5,2018
North Vancouver,"$1,035,500",251.6,0.4,5.3,9.2,62.0,76.1,Townhouse,5,2018
Pitt Meadows,"$642,000",277.8,1.1,10.3,24.2,78.6,101.5,Townhouse,5,2018
Port Coquitlam,"$689,700",261.1,0.3,8.7,18.7,71.4,89.8,Townhouse,5,2018
Port Moody,"$685,000",231.5,3.4,10.4,22.1,54.7,70.5,Townhouse,5,2018
Richmond,"$842,500",276.7,0.9,4.9,11.5,57.3,73.6,Townhouse,5,2018
Squamish,"$749,400",246.4,3.1,10.2,26.1,79.7,115.8,Townhouse,5,2018
Tsawwassen,"$716,200",280.8,1.7,5.8,11.7,61.3,76.1,Townhouse,5,2018
Vancouver East,"$954,700",303.6,-3.8,4.4,10.8,59.0,77.4,Townhouse,5,2018
Vancouver West,"$1,224,200",286.2,-0.7,2.4,8.3,52.6,78.7,Townhouse,5,2018
Whistler,"$973,900",234.8,2.7,11.5,30.4,85.0,118.2,Townhouse,5,2018
Greater Vancouver,"$719,000",287.5,0.1,8.0,19.8,74.1,89.4,Apartment,5,2018
Lower Mainland,"$691,200",296.1,0.4,10.8,24.4,82.3,95.6,Apartment,5,2018
Burnaby East,"$801,500",307.5,-0.5,8.4,17.5,69.8,89.3,Apartment,5,2018
Burnaby North,"$650,200",277.6,1.5,9.4,21.9,85.2,97.2,Apartment,5,2018
Burnaby South,"$729,000",292.7,1.8,8.1,19.4,79.0,96.3,Apartment,5,2018
Coquitlam,"$550,900",302.3,1.3,11.6,27.7,92.5,118.9,Apartment,5,2018
Ladner,"$543,200",253.6,-3.0,5.8,12.6,54.1,71.8,Apartment,5,2018
Maple Ridge,"$386,100",275.7,0.2,14.8,41.0,95.1,97.1,Apartment,5,2018
New Westminster,"$569,000",322.4,1.7,14.6,29.9,97.4,103.0,Apartment,5,2018
North Vancouver,"$610,500",249.0,-1.2,7.1,19.4,61.6,71.7,Apartment,5,2018
Pitt Meadows,"$547,900",323.1,0.1,15.0,40.9,102.7,116.8,Apartment,5,2018
Port Coquitlam,"$483,300",289.0,0.4,10.9,29.0,95.1,112.8,Apartment,5,2018
Port Moody,"$693,000",288.8,0.1,11.3,26.9,95.7,113.6,Apartment,5,2018
Richmond,"$671,100",287.3,-2.0,9.0,21.1,78.3,89.4,Apartment,5,2018
Squamish,"$499,100",246.0,-2.7,7.0,16.3,83.9,115.6,Apartment,5,2018
Tsawwassen,"$575,400",247.8,-3.7,5.3,12.1,53.1,69.8,Apartment,5,2018
Vancouver East,"$627,900",352.9,-0.1,6.2,15.7,78.0,90.2,Apartment,5,2018
Vancouver West,"$845,400",274.3,0.4,4.2,13.3,60.3,80.3,Apartment,5,2018
West Vancouver,"$1,256,500",255.3,0.9,14.9,18.1,62.7,78.9,Apartment,5,2018
Whistler,"$479,700",187.9,-5.3,4.3,15.6,83.9,75.1,Apartment,5,2018
Greater Vancouver,"$1,093,900",287.0,0.0,4.2,9.2,55.8,80.2,Residential - All Types,6,2018
Lower Mainland,"$1,018,300",285.3,0.0,5.8,12.1,63.0,84.5,Residential - All Types,6,2018
Bowen Island,"$1,033,200",224.0,-1.6,8.3,15.8,67.9,76.9,Residential - All Types,6,2018
Burnaby East,"$1,050,600",291.4,0.8,6.1,10.5,54.8,80.0,Residential - All Types,6,2018
Burnaby North,"$946,500",285.8,0.1,4.5,10.6,60.2,83.4,Residential - All Types,6,2018
Burnaby South,"$1,071,300",302.6,1.5,6.1,11.9,63.1,86.9,Residential - All Types,6,2018
Coquitlam,"$984,800",292.1,0.1,6.4,14.0,67.4,96.8,Residential - All Types,6,2018
Ladner,"$895,100",252.0,-0.4,0.1,4.4,39.6,66.1,Residential - All Types,6,2018
Maple Ridge,"$813,700",259.1,0.1,8.3,19.4,80.1,92.9,Residential - All Types,6,2018
New Westminster,"$712,300",313.4,-0.1,9.7,21.1,79.1,96.2,Residential - All Types,6,2018
North Vancouver,"$1,142,200",256.7,-0.4,4.4,6.6,48.8,72.5,Residential - All Types,6,2018
Pitt Meadows,"$805,700",292.9,0.9,10.7,24.5,84.1,103.8,Residential - All Types,6,2018
Port Coquitlam,"$813,600",278.5,-0.2,7.7,15.2,72.9,96.7,Residential - All Types,6,2018
Port Moody,"$994,600",274.9,1.0,7.7,17.3,70.0,95.5,Residential - All Types,6,2018
Richmond,"$1,004,000",299.7,0.7,3.0,9.1,56.8,79.6,Residential - All Types,6,2018
Squamish,"$804,000",255.8,0.3,5.0,13.4,72.6,105.8,Residential - All Types,6,2018
Sunshine Coast,"$630,500",220.9,-0.7,8.1,13.2,70.1,80.6,Residential - All Types,6,2018
Tsawwassen,"$988,200",256.2,-0.2,-2.8,0.0,40.2,71.5,Residential - All Types,6,2018
Vancouver East,"$1,139,200",338.5,-0.9,2.7,5.2,51.2,83.9,Residential - All Types,6,2018
Vancouver West,"$1,378,300",287.8,-0.6,1.5,3.2,45.1,69.1,Residential - All Types,6,2018
West Vancouver,"$2,473,100",272.3,-1.9,-1.5,-2.7,28.7,63.8,Residential - All Types,6,2018
Whistler,"$917,800",213.9,1.0,5.4,16.6,70.7,90.5,Residential - All Types,6,2018
Greater Vancouver,"$1,578,400",291.6,-0.8,-0.4,0.1,40.5,72.3,Detached,6,2018
Lower Mainland,"$1,327,500",283.1,-0.5,1.5,3.6,49.4,76.8,Detached,6,2018
Bowen Island,"$1,033,200",224.0,-1.6,8.3,15.8,67.9,76.9,Detached,6,2018
Burnaby East,"$1,340,700",299.8,2.0,3.7,6.4,47.8,78.7,Detached,6,2018
